channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
Caught & Busted TV,@caughtandbustedtv,Relationship Drama,"['Infidelity Stories', 'Relationship Conflict', 'Revenge Stories']",Entertainment,0.949999988079071,5970,21155.082116788322,11592985,548,65.81,US,en,True,,True,2021-10-24T18:01:43Z,2026-08-05T00:00:00.000Z,UCYiZV37K4c9WqYwswVeZ4xA,,,41.888888888888886,0,72,,,39.16,46.45,3.543564843683136,1941.8735343383585,1748,9.405034324942791,6.997316301703163
Wil animation ,@wil.animation,Animation,"['Comedy Animation', 'Ivorian Culture']",Entertainment,0.949999988079071,5990,21084.702702702703,1560268,74,1.8,US,fr,True,,False,2025-11-15T17:57:13Z,2026-08-05T00:00:00.000Z,UCu4YcxYZfiXOJreUPhmb3HA,71,71,12,0,5,,,5.09,3.66,3.5199837567116368,260.4787979966611,265,8.377358490566037,0.2148648648648649
The Boxoffice Society,@boxofficesociety,Full Movies & Documentaries,"['True Crime', 'Biographical Films', 'Historical Documentaries']",Entertainment,0.9800000190734864,25000,87504.37662337662,6737837,77,291.34,US,en,True,long,False,2022-09-08T08:22:16Z,2026-07-25T00:00:00.000Z,UCvkjZxo8se2ex6tLPrrwTBg,6416,5412.810810810811,,1,0,108937,0,1.21,1.64,3.500175064935065,269.51348,1430,1.6153846153846154,180.35333333333332
Jenny skills,@holyworshipsongs-j2o,Survival Skills,"['Bushcraft', 'Camping', 'Outdoor Skills']",Lifestyle (sociology),0.8999999761581421,271000,946139.8554216868,157059216,166,7113.19,US,en,True,,True,2025-08-15T12:09:59Z,2026-08-05T00:00:00.000Z,UC2Q7i8-wl3rWbvSPB6mVRdQ,353.6666666666667,404.8782608695652,176.58333333333334,12,24,,,72.61,57.91,3.4912909794158185,579.5543025830258,358,13.910614525139664,511.3498032128514
suRank,@suranktop5,Lifestyle,"['Pets & Animals', 'Beauty']",Lifestyle (sociology),0.5,7230,24952.78523489933,3717965,149,68.62,US,en,True,,True,2025-09-02T05:45:31Z,2026-08-06T00:00:00.000Z,UCc5BKw_hBP15ChVN68wZXAw,112,112,39.5,0,48,,,247.6,383.78,3.451284264854679,514.2413554633472,340,13.147058823529411,5.219418344519016
Cris River,@cris-river,Gaming,"['Flight Simulation Gaming', 'Gaming Guides & Tutorials', 'Gaming Memes & Comedy']",Video game culture,0.8500000238418579,12000,41390.1484375,5297939,128,126.51,GB,en,True,short,False,2020-10-15T17:59:19Z,2026-07-31T00:00:00.000Z,UC4jkeu-HL8SMSxCzdXPH7rA,104,85,16.333333333333332,1,3,42131,417022,4.35,9.49,3.4491790364583332,441.49491666666665,2122,1.8096135721017907,69.909953125
Borderline History,@borderlinehistory3d,Geopolitical History,"['Borders & Territories', 'Historical Geography', 'Geopolitical Analysis']",Knowledge,1,12000,40862.382352941175,1389321,34,48.67,US,en,True,long,False,2025-07-09T18:55:53Z,2026-08-02T00:00:00.000Z,UCLPgPQJcx2cCstXaB_OA1Fw,831,802.3,54,1,2,13566,4526,0,1.32,3.4051985294117646,115.77675,394,2.5888324873096447,18.799980392156865
Pink Rhino,@pinkrhino-q5e,Movies,"['Thriller Films', 'Horror Films', 'Drama Films']",Entertainment,1,50000,169295.3775510204,16590947,98,4631.25,US,en,True,,True,2026-01-19T14:48:51Z,2026-08-05T00:00:00.000Z,UCrqC_ogeFU1k_YOJ-ZbA50g,5577.882352941177,5469.939393939394,,17,0,,,7.99,12.31,3.3859075510204084,331.81894,201,14.626865671641792,316.6262755102041
CKTechCheck,@cktechcheck,Tech Reviews,"['Consumer Electronics', 'Computer Hardware', 'Wearable Technology']",Hobby,0.8999999761581421,5980,20244.18181818182,1558802,77,235.83,US,en,True,long,False,2009-04-06T19:08:51Z,2026-07-28T00:00:00.000Z,UCOByp7vzX6dgc7Bq2dADMDw,1091.5,787.5454545454545,,2,0,53425,0,2.93,3.55,3.3853146853146856,260.66923076923075,6332,0.3648136449778901,471.66
AI Music,@ai_music_singer,AI-Generated Music,"['AI-Generated Romantic Ballads', 'AI-Generated Christian Music', 'AI-Generated Mood Music']",Music of Latin America,0.8999999761581421,300000,1003577.2941176471,17060814,17,,US,"es, ru, uk",True,,False,2025-04-14T03:08:27Z,2026-07-31T00:00:00.000Z,UC7zKp_fzVaO1IckHu7E2bAg,1626.6363636363637,851.1666666666666,43.69230769230769,11,13,,,3.45,-59.79,3.3452576470588236,56.86938,481,1.0602910602910602,0.0
Tinny,@realtinnoob,Roblox Gaming,"['Roblox Obby', 'Gaming Challenges', 'Speedrunning']",Action game,1,74000,244587.5652173913,11251028,46,207.86,US,en,True,,True,2021-07-25T15:36:31Z,2026-08-04T00:00:00.000Z,UCxOWBVINppsQOVvcZfRAedA,,,29.3,0,10,,,200.81,186.67,3.3052373678025853,152.04091891891892,1839,0.7504078303425775,276.9960434782609
Cozy Wood,@cozywood1,Ambient Music & Visuals,"['Jazz Music', 'Relaxation & Study Ambience', 'Cozy & Nature Aesthetics']",Music,0.949999988079071,12000,39440.06134969325,6428730,163,308.08,US,en,True,,False,2012-01-02T01:42:50Z,2026-08-06T00:00:00.000Z,UCm3l91ThYH9vLiszT3N8Uyw,11461,10266.822784810127,,5,0,,,1.69,3.25,3.286671779141104,535.7275,5332,0.9171042760690173,335.9269038854805
nicklausdaniel7,@thanhlamle2443,Reaction Content,"['Humor', 'Celebrity Commentary']",Film,0.949999988079071,53300,173220.14285714287,14550492,84,519.13,US,en,True,,True,2019-06-09T12:11:53Z,2026-08-05T00:00:00.000Z,UC-IsSSISouGwxth9BE_NieQ,,,54.464285714285715,0,28,,,20.32,238.68,3.249908871616189,272.9923452157598,2617,0.9629346580053496,539.1123849206349
gfsergt2,@nguyenhuuthanh2021,Film & Entertainment,"['LEGO', 'MLB', 'Digital Art']",Baseball,0.8999999761581421,34800,112918.44785276074,18405707,163,1214.35,US,en,True,,True,2019-03-02T15:12:18Z,2026-08-05T00:00:00.000Z,UCePqixVGD41A2aGPXO4Xx7Q,,,47.5,0,16,,,33.33,492.3,3.244782984274734,528.8996264367817,2716,1.8004418262150221,674.4733333333332
TierlistMan39,@tierlistman39,Internet Culture Commentary,"['Media Commentary', 'Fictional Character Analysis', 'Internet Community Slander', 'Tier Lists']",Entertainment,0.8999999761581421,25000,81067.69444444444,2918437,36,1688.91,US,en,True,,True,2026-01-19T05:03:24Z,2026-08-06T00:00:00.000Z,UCcKGa0obNeGwb2MD-bq2i9A,763.25,952.46875,,4,0,,,26.26,29.66,3.2427077777777775,116.73748,201,5.3731343283582085,314.3249166666667
jasmine.222,@jasmine-j9b6q,Sports,"['Football', 'Soccer', 'Athlete Profiles']",Association football,0.8999999761581421,85200,272619.9278846154,56704945,208,1033.78,US,"en, es",True,,True,2025-06-18T08:07:01Z,2026-08-06T00:00:00.000Z,UCRz74_iJyDO9yBi6EgcZj3Q,75,75,45.87755102040816,0,49,,,227.69,176.77,3.1997644117912603,665.5509976525822,416,15.0,68.91866666666667
Nibsy,@nibsyyt,Animals,"['Cute Animals', 'Animal Compilations', 'Wholesome Content']",Lifestyle (sociology),0.949999988079071,7960,25442.217391304348,585171,23,,US,en,True,,True,2022-05-26T07:01:34Z,2026-08-05T00:00:00.000Z,UCrGl46a9wJks7Y9Z4oB7rKQ,,,35.30434782608695,0,23,,,397.5,7.42,3.196258466244265,73.5139447236181,1535,0.44951140065146583,0.0
Pretty Peppa,@prettypeppa1,Teen Drama Storytime,"['School Drama Stories', 'Social Commentary', 'Teen Lifestyle']",Hobby,0.949999988079071,100000,317855.27777777775,17164185,54,9527.44,AU,en,True,long,True,2023-05-03T06:27:11Z,2026-08-05T00:00:00.000Z,UC-chA3qNmEAM76ZSb7l0MIw,820.4,864.6964285714286,,5,0,2456276,34859,16.28,16.98,3.1785527777777776,171.64185,1193,1.3579212070410729,7016.19501234568
Ruby_Jenny ,@jenny_fic,Entertainment,"[""Kids' Content"", 'Music', 'Vlogging']",Music of Asia,0.699999988079071,25000,78846.63636363637,3469252,44,0,US,"uz, en, ar",True,,False,2024-07-14T10:30:49Z,2026-08-04T00:00:00.000Z,UC_fZtqOupirQXLEg1J8jCdQ,,212.16666666666666,49,0,4,,,0,-34.78,3.1538654545454547,138.77008,755,1.748344370860927,0.0
Carson71,@vuduong4952,Street Interviews,"['Reaction Videos', 'Comedy Compilations']",Film,0.949999988079071,25000,78825.375,6306030,80,215.95,US,en,True,,True,2018-08-09T07:46:34Z,2026-08-06T00:00:00.000Z,UCHi-w5FXbpEkCCaf4LDUXNA,,,54.9,0,30,,,12.11,204.27,3.153015,252.2412,2921,0.8216364258815475,262.8291458333333
G5 Edits,@g5_edits,Fan Edits,"['Superhero Edits', 'Movie Edits', 'Video Editing', 'Cinematic Edits']",Film,0.949999988079071,49900,156488.99315068492,45694786,292,19.98,IT,en,True,short,False,2009-02-03T18:48:24Z,2026-08-06T00:00:00.000Z,UCXHIG6Z8gOOqhv38k-33Uiw,127.83333333333333,172.28571428571428,28.357142857142858,6,14,675,942275,1.42,2.11,3.1360519669475937,915.7271743486974,6394,1.3700344072568034,14.583575342465753
Rewind The Tapes,@rewindtv,Television History,"['British Television', 'Television Nostalgia', 'TV Continuity and Adverts']",Entertainment,0.9800000190734864,12000,36993.773109243695,4402259,119,112.07,GB,en,True,long,False,2017-01-08T13:53:30Z,2026-08-02T00:00:00.000Z,UCp6OPa8pWk_hkuov001o9_Q,2401.3333333333335,1480.1379310344828,,6,0,47543,0,0.84,1.09,3.082814425770308,366.85491666666667,3499,1.0202915118605316,109.8411568627451
Guhxfps,@guhxfps,Clash Royale,"['Clash Royale Gameplay', 'Clash Royale Tips']",Strategy video game,0.949999988079071,100000,306492.97239263804,99916709,326,147.24,US,en,True,,False,2024-09-27T11:50:54Z,2026-08-06T00:00:00.000Z,UCUQRogslGPZrO0ZGVbpe7yA,,442.5,19.767123287671232,0,73,,,0,7.45,3.0649297239263804,999.16709,680,14.38235294117647,10.23754601226994
Teep Muay Thai,@teepmuaythai,Muay Thai,"['Muay Thai Training & Techniques', 'Muay Thai Culture & History', 'Combat Sports Personalities']",Boxing,0.949999988079071,12000,36387.791666666664,1746614,48,1040.7,AU,en,True,long,True,2018-11-09T08:33:10Z,2026-08-05T00:00:00.000Z,UC2na8dneI2bM8Yt_xeaneDg,398.3333333333333,463.35483870967744,,3,0,269858,33,7.14,18.28,3.032315972222222,145.55116666666666,2829,0.5090137857900319,2044.541875
Grey Lot,@greylot,Roblox Gaming,"['Roblox Obbies', 'Roblox Challenges']",Video game culture,0.949999988079071,111000,336174.12987012987,25885408,77,524.98,US,en,True,,True,2025-11-28T17:34:08Z,2026-08-06T00:00:00.000Z,UCl3PRm9UtEZSqHycGT5NJKg,,,33.84615384615385,0,26,,,218.05,255.99,3.0285957645957646,233.20187387387386,252,9.166666666666666,57.27054545454546
mancap XP,@mancapxp,Gaming Storytelling,"['RPG Narratives', 'Fantasy Stories', 'Revenge Plots']",Film,0.8999999761581421,49400,148243.83333333334,3557852,24,29.42,US,en,True,long,True,2023-04-13T08:33:45Z,2026-08-06T00:00:00.000Z,UCH3WTUoCC3IBz8slk2PqEew,63472.2,56932.3,,5,0,2720709,0,0,325,3.000887314439946,72.0212955465587,1213,0.5935696619950537,49.564527777777776
SreyOun Outdoors,@sreyounoutdoors-o7v,Outdoor Survival,"['Bushcraft', 'Camping']",Tourism,0.800000011920929,204000,601653.2819148937,113110817,188,8942.67,US,en,True,short,True,2014-05-15T05:30:05Z,2026-08-06T00:00:00.000Z,UCtuuRYO5XQNkXwEdh-P9qtQ,2628,496.21875,142.36666666666667,0,30,71938,83994144,64.52,289.44,2.949280793700459,554.4647892156863,4468,1.26230975828111,7084.370489361702
RevengeRemedy,@revengeremedytv,Inspirational Storytelling,"['Heartwarming Moments', 'Family Stories', 'Human Interest', 'Life Lessons']",Lifestyle (sociology),0.949999988079071,16200,47488.625698324024,8500464,179,283.64,US,en,True,,True,2025-06-09T15:47:56Z,2026-08-06T00:00:00.000Z,UC-fhOjWilokO0Hl-ccG6_lg,,1543.9180327868853,22.338983050847457,0,59,,,260,195.77,2.931396648044693,524.72,424,12.665094339622643,22.395411545623833
Nekko Ink.,@nekkoink.4809,Comedy Sketches,['Comedy Gags'],Film,0.8999999761581421,55600,162083.5980861244,33875472,209,435.06,US,en,True,,True,2018-10-13T10:42:36Z,2026-08-06T00:00:00.000Z,UC9zV-zluxyfpIvOwme0YnJw,,226.11111111111111,66.96078431372548,0,51,,,198.92,271.12,2.9151726274482805,609.2710791366907,2856,2.195378151260504,198.17087081339716
SPIECY FOOD,@spiecyfood,Cooking,"['Spicy Food', 'Recipe Demonstrations', 'Cooking Techniques']",Food,0.949999988079071,10400,30185.94890510949,4135475,137,338.02,US,en,True,,True,2025-08-03T12:12:05Z,2026-08-05T00:00:00.000Z,UC7wrEZGPYWCiq9HwssrKhgA,106.33333333333333,117.625,135.08695652173913,3,23,,,322.76,471.15,2.9024950870297586,397.6418269230769,370,11.108108108108107,30.430024330900245
daryl.farrar,@daryl.farrar0201,Humorous Compilation Videos,"['Animal Comedy', 'Internet Meme Culture', 'Viral Video Edits']",Entertainment,0.8999999761581421,136000,394202.9356223176,91849284,233,2308.42,US,en,True,,True,2009-06-20T19:21:51Z,2026-08-06T00:00:00.000Z,UCDe0LCyRFeZlqNoG-NTMDUg,304.72727272727275,305.6666666666667,50.970588235294116,0,68,,,115.19,96.57,2.8985509972229235,675.3623823529412,6257,1.1171487933514463,2066.349633762518
7 SAYYORA,@7sayyora,Music,"['Live Music Performances', 'Music Videos']",Music of Asia,1,180000,521236.30555555556,75058028,144,494.63,US,uz,True,long,False,2019-09-02T16:01:01Z,2026-08-03T00:00:00.000Z,UCQ91GRRNiszYfMcX2a2Q_dw,2100.6666666666665,866.0909090909091,51,3,1,905871,589,0,1.22,2.89575725308642,416.98904444444446,2531,1.7068352429869618,289.79364120370366
Aura Vault Official,@aura.vault.official,AI Music Covers,"['Patriotic & Military Music', 'Folk Music Reimaginations', 'Cinematic Instrumental Music', 'Historical Song Interpretations']",Military,0.949999988079071,17600,49373.99099099099,5480513,111,20884.82,US,"en, de, ru",True,,True,2025-11-02T20:57:59Z,2026-08-06T00:00:00.000Z,UCkOJyWXGXMItHyrKdKq5gWQ,258.7142857142857,261.93,69,28,0,,,261.4,316.8,2.805340397215397,311.3927840909091,278,11.97841726618705,1743.5375255255256
Golden Age Hollywood,@goldenage.hollywood,Celebrity Culture & History,"['Classic Hollywood & Vintage Celebrities', 'Celebrity Comparisons & Transformations', 'Celebrity Lists & Rankings']",Entertainment,0.8999999761581421,25000,69957.65873015873,8814665,126,762.27,US,en,True,long,False,2024-11-18T19:09:31Z,2026-07-15T00:00:00.000Z,UCD8yb2vi9FHM9Sm7jw19xzQ,267.5,228.06896551724137,,2,0,291778,0,1.63,3.42,2.798306349206349,352.5866,627,6.028708133971293,126.4400238095238
INSTANT ARSVITA,@instant_arsvita,Wrestling,"['Wrestling History', 'Wrestling Technique', 'Olympic Wrestling']",Professional wrestling,0.9800000190734864,188000,525048.6610169491,61955742,118,667.98,US,en,True,short,True,2015-04-16T02:20:03Z,2026-07-28T00:00:00.000Z,UCdwlbP_JP3-R6DfXAGfzwAg,95,95,28.6,2,5,0,0,0.53,151.2,2.7928120266858993,329.55181914893615,4132,0.856727976766699,779.6873898305084
Bagus Movie,@bagus-movie,Movie Recaps,"['Movie Reviews', 'Film Recommendations']",Strategy video game,0.949999988079071,12000,33391.21428571428,2804862,84,2.05,ID,"en, id",True,short,False,2021-02-18T00:18:09Z,2026-07-26T00:00:00.000Z,UCCADb6evYZ-oe7AKJ3h-8dg,80,80,116.5,0,2,7,62672,0,2.29,2.78260119047619,233.7385,1997,1.2618928392588884,1.6245436507936506
MagicmanBali,@magicmanbali,Magic Entertainment,"['Street Magic', 'Close-up Magic', 'Audience Reactions']",Performing arts,1,100000,277760.1802469136,224985746,810,779.22,US,en,True,short,False,2016-03-21T08:30:47Z,2026-08-06T00:00:00.000Z,UCO0zCyoc2oEFsCcBChZK1xA,538,343.73333333333335,44.861111111111114,0,36,22618,7433302,2.25,3.43,2.777601802469136,2249.85746,3792,6.408227848101266,121.5968
MtrexEdit,@mtrexedit,Comparison Edit Compilations,"['Short-form Content', 'Video Montage', 'Compilation Edits']",Lifestyle (sociology),0.8999999761581421,254000,697408.9391304348,80202028,115,1077.33,US,en,True,,True,2025-07-03T21:54:13Z,2026-08-03T00:00:00.000Z,UC9zd4u2Jnr5s1SFRMm2xZ4Q,,,51.61904761904762,0,21,,,71.62,35.88,2.7457044847654912,315.7560157480315,400,8.625,124.90782608695652
EYMON,@eymon-w4z,Roblox Gameplay,"['Roblox Horror Games', 'Roblox Sports Simulation', 'Roblox Obby & Survival']",Action game,0.949999988079071,59200,160910.6054054054,29768462,185,2168.64,US,"en, ru",True,,True,2021-12-24T16:11:38Z,2026-08-04T00:00:00.000Z,UCnqNc-5jU3jUYYfE5_ubjzA,1068.3333333333333,1102.4137931034484,90.96969696969697,3,33,,,433.33,309.53,2.718084550766983,502.8456418918919,1687,3.2898636633076466,659.1884108108108
Octavia667,@octavia667,Religious Content,"['Christian Testimony', 'Inspirational Short-Form Content']",Religion,0.8999999761581421,25900,70073.82352941176,3573765,51,59.79,US,en,True,,True,2025-08-04T09:47:28Z,2026-07-30T00:00:00.000Z,UC5it32dj5X2z-MZALbniVcQ,,,49.333333333333336,0,21,,,91.85,447.83,2.7055530320236203,137.98320463320462,369,4.146341463414634,14.419941176470587
Mr MIRANDABALL54,@mirandaball54,Countryball Animations,"['Political Satire', 'Historical Comedy', 'Geopolitical Commentary']",Film,0.949999988079071,13900,37531.26373626374,3415345,91,41.04,VE,es,True,short,True,2022-05-10T13:34:39Z,2026-08-05T00:00:00.000Z,UCZ9p72JTryi3TNIrM4haTnw,,,18,0,8,567,2757654,174.7,419.74,2.7000909162779667,245.70827338129496,1551,1.760154738878143,23.31613186813187
Imogen656,@newtonschuster,Reaction Content,"['Viral Reaction Videos', 'Short-Form Comedy']",Religion,0.8999999761581421,42700,115177.33333333333,12439152,108,812.43,US,en,True,,True,2025-08-04T09:55:34Z,2026-08-06T00:00:00.000Z,UCds0VfhYK1IXp63SVMSaAYA,,,51.93333333333333,0,30,,,135.91,391.84,2.6973614363778298,291.3150351288056,369,8.780487804878048,92.52675
Vortex Edits,@vortexedits-x2n,Football Fan Content,"['Cristiano Ronaldo', 'Football Player Profiles & News', 'Sports Edits']",Association football,0.75,8400,22652.17,2265217,100,146.99,US,en,True,,True,2025-06-06T22:31:34Z,2026-08-05T00:00:00.000Z,UC7pRiMcZxmfafgYVq6uQNyA,62,62,68.25641025641026,0,39,,,324.24,405.91,2.6966869047619046,269.6686904761905,427,7.0257611241217806,20.921576666666667
Johnny Sons,@johnnysonss,Home Design & Renovation,"['Interior Design', 'Home Renovation']",Hobby,0.949999988079071,223000,599403.0977443609,79720612,133,3260.72,US,en,True,,True,2024-12-26T21:03:00Z,2026-08-05T00:00:00.000Z,UCuAIEFO8dlSz09qhP_1yg1g,2837,2837,113.74074074074075,1,27,,,58.16,82.32,2.6879062679119325,357.491533632287,589,6.774193548387097,481.3443809523809
HowClay Studio,@howclay,Clay Art & Sculpting,"['DIY Clay Figurines', 'Fan Art Sculpture', 'Video Game Character Art']",Hobby,1,8050,21462.390476190478,2253551,105,182.29,US,en,True,,True,2024-02-23T07:02:57Z,2026-08-05T00:00:00.000Z,UCZbJjj-6WoWyRkTDM-QW1Tg,,125,34.5,0,48,,,365.32,295.37,2.6661354628808045,279.9442236024845,897,3.5117056856187294,51.90924761904761
Mr Kge,@mrkge,DIY & Craft,"['Woodworking', 'Metalworking', 'Tool Skills']",Lifestyle (sociology),0.949999988079071,299000,794388.9475982533,363830138,458,131.57,US,en,True,,False,2023-03-22T21:59:31Z,2026-08-01T00:00:00.000Z,UC367BK-zYk3b_AkeEAh1x6Q,362.5,378.3,33.18571428571428,2,70,,,0,0.06,2.656819222736633,1216.823204013378,1234,11.13452188006483,11.816403202328967
Mozu,@mozuii,Minecraft Content,"['Minecraft Challenges', 'Sandbox Gaming']",Action-adventure game,0.949999988079071,10100,26832.243902439026,1100122,41,5.81,ID,en,True,,True,2025-04-18T06:09:49Z,2026-07-31T00:00:00.000Z,UCHtnFu3J1rOGjNxVkrDqgWw,380,380,42.583333333333336,1,24,,,317.36,179,2.656657812122676,108.9229702970297,477,2.5786163522012577,2.2531463414634145
Kinetic Hosting,@kinetichosting,Game Server Hosting,"['Game Server Tutorials', 'Minecraft Server Management']",Action game,0.949999988079071,12000,30524.09574468085,20084855,658,148.34,GB,en,True,short,False,2019-04-22T14:22:13Z,2026-08-05T00:00:00.000Z,UCjMnx3yUBq2Exnhaux_pMUQ,95.92857142857143,99.90566037735849,68.66666666666667,14,3,21033,961594,3.45,5.14,2.543674645390071,1673.7379166666667,2665,7.407129455909944,20.026651469098276
IgrisGODLY,@igrisgodly,Gaming,"['Minecraft Content', 'Gaming Memes', 'Gaming Lore']",Action-adventure game,0.949999988079071,190000,478958.2105263158,18200412,38,794.32,US,en,True,,True,2024-03-13T07:07:22Z,2026-08-05T00:00:00.000Z,UCoqKIKCylZoQiNeS45ta74g,95.5,95.5,58.333333333333336,0,12,,,71.17,115.34,2.5208326869806092,95.79164210526316,878,1.2984054669703873,611.7657543859649
ZaneAnimations,@zaneanimationsreal,Animation Comedy,"['Animated Parodies', 'Short-form Animation']",Entertainment,0.949999988079071,27400,68923.06611570247,8339691,121,2074.35,US,en,True,short,True,2023-03-26T01:39:04Z,2026-08-04T00:00:00.000Z,UC8wv_HgzwoZILL0dIlIiiwQ,121.5,486.38461538461536,26.3,4,20,1324576,2435183,232.12,82.09,2.5154403691862215,304.3682846715328,1231,2.948822095857027,703.4503719008263
Samuel Wilder,@samuelwilder-v6h,Wildlife,"['Animal Documentaries', 'Predator Behavior']",Lifestyle (sociology),0.8500000238418579,49900,125453.42162162162,23208883,185,380.1,US,en,True,short,True,2024-11-14T21:17:10Z,2026-08-05T00:00:00.000Z,UCs4J6PlDqldOrwN_7lCqUDA,113.5,212.27777777777777,98.70588235294117,2,17,63,3060931,4.39,15.19,2.5140966256837998,465.107875751503,631,8.795562599049127,43.21497297297298
AIsuy374,@aisuy-h4z,Viral Comedy Compilations,"['Try Not To Laugh', 'Humour', 'Short Form Entertainment']",Film,0.8999999761581421,55400,136019.42105263157,7753107,57,75.59,US,"en, es",True,,True,2026-01-06T13:18:15Z,2026-07-09T00:00:00.000Z,UC4cyJRTzM2-bHmD1Nkd_Qjw,,,48,0,2,,,174.26,117.81,2.455224206726202,139.9477797833935,214,7.990654205607476,9.459801169590644
NA Bakery,@nabakery,Lifestyle and Cake Decorating,"['Cake Decorating', 'Life Advice', 'Personal Development']",Food,0.8999999761581421,127000,309788.89344262297,37794245,122,7187.05,US,en,True,,True,2021-02-03T08:50:29Z,2026-08-06T00:00:00.000Z,UCrQrDeynZslFDrTQ7RGqWFA,495.04545454545456,528.6238938053098,57.42857142857143,22,14,,,0.79,270.28,2.4392826255324644,297.59248031496065,2012,1.8190854870775348,3950.913825136612
NOOB GANG,@noobgang1-y5j,True Crime,"['Comedy', 'Storytelling', 'Short-form Content']",Entertainment,0.8999999761581421,224000,530158.25,31809495,60,452.41,IN,en,True,,True,2025-11-24T07:25:16Z,2026-08-03T00:00:00.000Z,UC1BLXY2JibjYFX3ao8FsxFQ,328,328,39.483870967741936,0,31,,,498.93,244.15,2.3667779017857145,142.00667410714286,257,7.003891050583658,64.59409444444445
Grace Daily Prayers,@tylersmith_0,Christian Religious Content,"['Guided Prayer', 'Christian Devotionals', 'Biblical Commentary']",Lifestyle (sociology),0.949999988079071,72800,171518.7794117647,11663277,68,864.33,US,en,True,,True,2026-01-02T08:06:46Z,2026-08-06T00:00:00.000Z,UCRK_Oa37g1GQHiqtyT8t1og,522,845.3333333333334,20.322580645161292,0,31,,,160.93,363.48,2.3560271897220426,160.2098489010989,218,9.357798165137615,92.36467647058824
Neuro Anime Music,@neuroanimemusic,Video Game Music,"['Wuthering Waves Soundtrack', 'Original Soundtracks (OST)']",Role-playing video game,1,12000,28189.164948453606,8203047,291,864.27,US,en,True,long,False,2024-07-17T16:17:37Z,2026-07-21T00:00:00.000Z,UCQWuG2a9J2lmo-L2UC6rrmA,215.9,194.82658959537574,,10,0,575660,0,3.45,7.55,2.3490970790378007,683.58725,751,11.62450066577896,74.349
@ceo.ngochang,@ceo.ngochang,Buddhism,"['Buddhist Philosophy & Teachings', 'Karma', 'Buddhist Stories']",Society,0.949999988079071,38500,90390.94557823129,13287469,147,67.18,US,vi,True,,True,2019-12-29T03:37:45Z,2026-08-06T00:00:00.000Z,UCGsbPLZupHJw-5uCqki4J7g,130,119.33333333333333,54.61538461538461,0,39,,,243.75,126.37,2.347816768265748,345.12906493506495,2414,1.8268434134217066,36.77381405895692
SpirographicArt.com,@spirographicart,Geometric Art,"['Spirography Tutorials', 'ASMR', 'Creative Process']",Hobby,0.9800000190734864,12000,28037.846153846152,2551444,91,21.69,CA,en,True,long,False,2014-09-01T21:18:07Z,2026-08-05T00:00:00.000Z,UCBLVE31jEHQZuJ8Pu3LtJLg,501.75,403.5769230769231,58.5,4,4,5171,2677,0.84,0.31,2.3364871794871793,212.62033333333332,4358,0.6264341441027994,34.62454945054945
Uloq ОТАНЖОМ ТОШКЕНТ🔵,@ulok_otanjom_toshkent,Horse Marketplace,"['Horse Classifieds', 'Kokpar (Buzkashi) Horses', 'Uzbekistan Local Market']",Lifestyle (sociology),0.8999999761581421,100000,232795.76630434784,85668842,368,88.14,US,uz,True,,False,2018-10-24T11:52:38Z,2026-08-05T00:00:00.000Z,UC4dVPykFjSBFt0KBABSa5Vw,65,65,26.505535055350553,0,271,,,0.1,5.62,2.3279576630434784,856.68842,2845,3.8804920913884007,22.713614130434784
BoomBigBoom-old,@boombigboom-old,Survival Video Game Content,['Ark: Survival Ascended'],Role-playing video game,0.75,55300,127698.66666666667,2681672,21,,US,ka,True,,True,2012-05-01T19:22:05Z,2026-07-25T00:00:00.000Z,UClEY4qdr9EPY2lxMWUCcq-g,1458.5,1458.5,23,2,2,,,0.73,241.86,2.309198312236287,48.49316455696203,5211,0.12089810017271158,0.0
Ethiopix,@ethiopix,Science & Education,"['Wildlife & Nature Documentaries', 'Unexplained Phenomena & Mysteries', 'Biology & Health Science']",Knowledge,0.949999988079071,25000,57125.485714285714,1999392,35,382.49,US,"am, en",True,long,True,2020-07-21T07:36:40Z,2026-07-18T00:00:00.000Z,UChez1j6ENdvdQ57GV3Ntxnw,610,634.3214285714286,,1,0,233714,0,3.31,13.24,2.2850194285714287,79.97568,2209,0.4753282028066998,764.98
The Next Show | Stories That Feel Like Movies,@the_next_show,AI Animation,"['Fantasy Adventure', 'Cinematic Storytelling', 'Generative AI']",Entertainment,0.949999988079071,124000,283005.93548387097,26319552,93,13931.62,US,en,True,,True,2015-05-03T22:25:31Z,2026-08-04T00:00:00.000Z,UCEbhMBucfh4N48Av0NJp2WQ,3377.125,1185.2682926829268,16,8,1,,,154.1,150.89,2.28230593132154,212.25445161290324,4114,0.6781720952843948,20542.897734767022
