channelTitle,handle,niche,mainCategory,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,isFaceless,channelType,publishedAt,lastVideoPublished,channelId,_per_video,_lifetime,_age_days,_vids_per_mo
Male Yonna,@maleyonnaa,Content Creator Highlights,Entertainment,232000,2409996.9945652173,886878894,368,25355.78,US,True,short,2023-07-02T00:21:52Z,2026-08-06T00:00:00.000Z,UCCSZD8stPfc3g0WMJgMRanA,10.387918080022489,3822.753853448276,1133,9.744042365401588
OnlyChess,@onlychess0,Chess,Video game culture,12000,124392.54910714286,27863931,224,54.89,US,True,,2025-01-07T01:14:13Z,2026-07-22T00:00:00.000Z,UCKvIoKm8Hf33KCeqCSmSU0w,10.366045758928571,2321.99425,578,11.626297577854672
D4ILY_SHORTZZZ,@d4a1ly_shortzzz,Internet Humor & Viral Content,Entertainment,2680,27778.962686567163,3722381,134,,GB,True,,2025-05-25T20:56:49Z,2026-08-01T00:00:00.000Z,UC4vBSYvnl2nTYwj9zmRiGvA,10.365284584539987,1388.9481343283583,439,9.157175398633258
Rank Labs,@ranklabsshorts,Ranking Videos,Lifestyle (sociology),4260,44073.71111111111,1983317,45,,US,True,,2025-05-19T18:47:47Z,2026-08-04T00:00:00.000Z,UCxurZ5yavBSVqAKAK5SRfjQ,10.345941575378195,465.5673708920188,445,3.033707865168539
Quiz Questions ,@quizquestionss,Trivia & Quizzes,Knowledge,11200,115794.91208791209,10537337,91,350.17,US,True,,2024-06-12T07:22:21Z,2026-08-05T00:00:00.000Z,UCYiiRjbI-yZ5ZfgRSOhhInA,10.338831436420723,940.8336607142858,787,3.468869123252859
Rem Blox,@rembloxxd,Gaming,Action-adventure game,51100,526446.9285714285,14740514,28,222.53,US,True,,2025-12-31T02:10:17Z,2026-08-06T00:00:00.000Z,UCMOEtkxPAC-00Vh4Moi_sCA,10.302288230360636,288.46407045009784,220,3.8181818181818183
SaintBryce,@saintbryce444,Societal Observations & Comedy,,5570,55403.78571428572,775653,14,3021.34,US,True,,2025-10-10T16:16:24Z,2026-07-30T00:00:00.000Z,UCZc37I8qMUj2FaKfFv3ioVQ,9.946819697358297,139.25547576301616,301,1.3953488372093024
Kelvo,@subscribetokelvo,Gaming,Action game,3290,32690.023529411767,2778652,85,,GB,True,,2025-04-01T15:56:49Z,2026-08-04T00:00:00.000Z,UCZPMmNpvy3oBmduRv5FVPgA,9.936177364562846,844.575075987842,493,5.172413793103448
PHNK,@phnkmusix,Music,Electronic music,12000,119192.08771929824,13587898,114,415.24,US,True,long,2024-05-28T06:39:07Z,2026-08-04T00:00:00.000Z,UCnmaVSArywYbCWVbc3ZL8EQ,9.932673976608188,1132.3248333333333,802,4.2643391521197005
CreativeCarRestoration,@creativecarrestoration,AI-Generated Car Restoration,Hobby,6000,58058.757575757576,1915939,33,465.75,US,True,,2026-01-26T03:46:27Z,2026-08-02T00:00:00.000Z,UCz66O_wYKkEuckCbF5zfFIg,9.676459595959596,319.3231666666667,194,5.103092783505154
Retro Shuffle,@retro_shuffle,Apple Product Reviews,Technology,2980,28609.457364341084,3690620,129,,US,True,mixed,2024-03-03T01:20:32Z,2026-08-06T00:00:00.000Z,UCneXboCkgoeoUKNMZM3dwNg,9.600489048436605,1238.4630872483222,888,4.358108108108108
jiminy frickit VA,@jiminyfrickitva,Voice Acting,Film,5980,57169.757575757576,5659806,99,257.67,US,True,short,2013-09-14T00:24:52Z,2026-08-03T00:00:00.000Z,UCaxBG_9B_L1gsDIK7x5EjRw,9.560160129725347,946.4558528428093,4711,0.6304393971555933
先輩 𝗥3NXI.1🌱,@r3nxi,Gacha Content Creation,Role-playing video game,5980,56638.666666666664,1529244,27,1.33,US,True,,2025-12-28T04:45:03Z,2026-07-26T00:00:00.000Z,UCBW22HXnZ8YGOuJPcotP3Bw,9.471348940914158,255.72642140468227,223,3.632286995515695
Total Track and Time,@totaltrackandtime,Track and Field,Sport,12000,113407.68656716419,7598315,67,5727.65,US,True,long,2021-05-08T23:21:23Z,2026-08-06T00:00:00.000Z,UCGeo6ikGhK7eLjydlKAt45w,9.450640547263681,633.1929166666666,1917,1.0485133020344288
WhiskerLore,@thewhiskerlore,Animal Stories,Entertainment,186000,1744105.5668449197,326147741,187,2595.98,LK,True,short,2025-04-11T09:40:10Z,2026-08-05T00:00:00.000Z,UCW0m6nhvidJYjnipZwL99QQ,9.37691164970387,1753.4824784946236,484,11.590909090909092
Jett1+1,@dubancastillo9519,Comedy,Film,12100,107616.75438596492,12268310,114,98.47,US,True,,2019-10-08T16:39:30Z,2026-08-06T00:00:00.000Z,UCHvSljaBvwefvorYqWiirgA,8.893946643468174,1013.9099173553719,2495,1.3707414829659317
Stink Rich,@stinkrich,Wealth & Luxury Lifestyles,Entertainment,5970,52708.61956521739,4849193,92,0.84,US,True,short,2025-09-10T08:31:52Z,2026-08-05T00:00:00.000Z,UC3GcpCCdjWHAOTZ8fNAicbA,8.828914500036413,812.2601340033501,332,8.313253012048193
心にのこる話,@cine_cafe,Film & TV Content,Film,180000,1581853.4248927038,368571848,233,3272.02,US,True,short,2017-10-06T08:49:52Z,2026-08-06T00:00:00.000Z,UCM3xEncLfBwqxkTfWQck6bg,8.788074582737243,2047.6213777777778,3228,2.1654275092936803
⭐ Perfect Star ⭐,@topfootballuz,Football,Association football,2980,26170.5,732774,28,,US,True,,2025-05-30T09:11:39Z,2026-08-05T00:00:00.000Z,UC0VqrMcS8BNtiF1UcYFJxdA,8.782046979865772,245.8973154362416,435,1.9310344827586208
Zamax,@zamaxmusic,Electronic Music,Electronic music,5990,51440.97647058823,4372483,85,200.92,US,True,,2024-09-22T16:31:25Z,2026-07-27T00:00:00.000Z,UC6ZDGzWx-uj48ZjAct4nogg,8.587809093587351,729.9637729549248,684,3.7280701754385963
⟡ Lucen,@lucenvy,Gacha Life Content,Video game culture,2990,25596.5,409544,16,,US,True,short,2024-08-29T15:16:16Z,2026-07-28T00:00:00.000Z,UC-fgW4KpyPPagvoLgsXLJ2g,8.560702341137123,136.97123745819397,708,0.6779661016949152
MegaRamp Legends,@megaramplegendsgta,Gaming,Role-playing video game,13600,115793.20588235294,7873938,68,148.25,US,True,,2015-02-16T19:06:54Z,2026-08-05T00:00:00.000Z,UC4A3XXFdYRq2OQtsL4yZZQA,8.514206314878892,578.9660294117647,4190,0.486873508353222
Covermehimo,@covermehimo,Anime-Style Sports Simulation,Association football,2990,25306.935483870966,784515,31,,US,True,,2022-07-09T16:29:51Z,2026-08-02T00:00:00.000Z,UCusod_gmcXxGUPEsm8x_2Bw,8.463858021361528,262.37959866220734,1490,0.6241610738255033
Featured Video,@yasminlopez8214,Short-Form Comedy,Humour,2470,20898.369863013697,1525581,73,,US,True,,2018-11-27T16:35:55Z,2026-08-06T00:00:00.000Z,UCQVQBxWPNZduBJYL98cDQUg,8.46087848705008,617.6441295546558,2810,0.7793594306049821
Тайны и Секреты ,@gabexmysteries,Documentary,Knowledge,4190,35365.05882352941,1202412,34,,US,True,,2008-12-05T10:39:14Z,2026-08-06T00:00:00.000Z,UCWcxTKGhEoXFwA_7bU92Cpg,8.44034816790678,286.97183770883055,6455,0.15801704105344694
SpeedRanks,@speedranks-m2i,Informational & Narrative Content,Humour,21100,177498.2015503876,22897268,129,936.86,US,True,,2025-07-14T15:33:34Z,2026-08-06T00:00:00.000Z,UCirYhtPEHKIs3y8J_qVhaWQ,8.41223704030273,1085.178578199052,389,9.948586118251928
352BALL.,@352baall,Sports,Association football,2990,25074.1,1504446,60,,US,True,,2024-08-03T08:36:49Z,2026-08-05T00:00:00.000Z,UCQzdlUvErumQchBh97varJA,8.385986622073577,503.1591973244147,735,2.4489795918367347
5aifu11ah ,@5aifu11ah,Chess,Video game culture,3000,24963.18888888889,2246687,90,,US,True,,2026-01-01T08:39:48Z,2026-08-04T00:00:00.000Z,UCF5B62HdpR2z7kV2ZMJ0U5w,8.321062962962964,748.8956666666667,219,12.32876712328767
MissFM字戀小姐 miss writing,@miss-writing,Original Music,Music,5980,49374.583333333336,2369980,48,44.17,US,True,long,2020-12-14T09:21:37Z,2026-07-13T00:00:00.000Z,UCvZXhZavl8D9u2xesJtq5gg,8.256619286510592,396.31772575250835,2063,0.6980126030053321
IAMEXAINMP4,@iamexainmp4,Rhythm Game Gameplay,Action game,12700,104682.6,1046826,10,24.13,US,True,,2026-01-23T13:44:28Z,2026-07-20T00:00:00.000Z,UCWZyZG2cFu7CnDtFyrib-wg,8.242724409448819,82.42724409448819,196,1.530612244897959
juwdeuo,@juwdeuo,Association Football,Sport,2870,23615.946666666667,1771196,75,,BR,True,,2025-05-12T16:16:29Z,2026-08-06T00:00:00.000Z,UCeBUqxOOcm6f5_upn0OliwQ,8.228552845528455,617.1414634146341,452,4.977876106194691
ТИГРО́М EDITS,@tigrom_edits,Video Editing,Film,7800,63749.02380952381,5354918,84,71.76,US,True,,2025-04-20T02:43:11Z,2026-08-01T00:00:00.000Z,UCbZWtSNJ1xsbFjw_KLIuwlg,8.172951770451771,686.5279487179487,475,5.3052631578947365
VPNGuy,@vpnguyyt,Virtual Private Networks (VPNs),Technology,12000,97956.41379310345,11362944,116,219.47,US,True,long,2009-03-11T03:31:53Z,2026-07-31T00:00:00.000Z,UCZJkCQVmohDVzdjbQZMEAOQ,8.16303448275862,946.912,6359,0.5472558578392829
Dark1e,@dark1federation,Gaming,Action game,2990,23622.530612244896,1157504,49,,US,True,,2022-11-20T01:50:31Z,2026-07-11T00:00:00.000Z,UCoBQRvxZAg0naiKXglyNgVg,7.900511910449798,387.12508361204016,1357,1.0832719233603536
ReeLee,@reelee_0,Gaming Comedy,Action game,2980,23390.165322580644,5800761,248,,CA,True,,2023-09-10T16:32:39Z,2026-08-06T00:00:00.000Z,UCTJ_e1GUtn6o_7AGmDSX3lA,7.849048765966659,1946.5640939597315,1062,7.005649717514125
AI Music Tarek,@ai_music_tarek,Music,Soul music,6000,47086.370689655174,5462019,116,0.71,US,True,short,2024-06-29T17:13:26Z,2026-08-04T00:00:00.000Z,UCDRk-GyErQySL9HyTovducw,7.847728448275863,910.3365,769,4.525357607282185
Black Mamba Records,@officialblackmambarecords,Music,Hip hop music,100000,784398.1904761905,49417086,63,466.5,CA,True,long,2019-10-03T23:40:25Z,2026-07-24T00:00:00.000Z,UCAsNBqrU48fEJSVY9Pns5mg,7.843981904761906,494.17086,2500,0.756
Moe Phone Case DIY ,@moephonecasediy,DIY Crafts,Technology,49900,388092.70175438595,44242568,114,36172.33,US,True,,2018-03-14T15:04:28Z,2026-08-06T00:00:00.000Z,UCXdt-UBK2Boy9E9FaCULGCw,7.777408852793306,886.6246092184368,3068,1.1147327249022165
LiLy,@lily_official_music,Electronic Music,Pop music,3000,23308.875,932355,40,,US,True,,2025-10-23T03:25:52Z,2026-08-02T00:00:00.000Z,UCfpwWSbrETexJUkfbLXwqHg,7.769625,310.785,289,4.152249134948097
Fire Onmo,@fire_onmo,Gaming,Casual game,2990,23223.54,1161177,50,,US,True,long,2025-10-17T15:39:15Z,2026-08-01T00:00:00.000Z,UCGzijfpp4qAIA6DSCv1fw_g,7.767070234113713,388.3535117056856,294,5.1020408163265305
SAMARQAND 30 ,@manonov_332,Entertainment,Entertainment,180000,1379797.7964071857,230426232,167,0.26,US,True,short,2023-08-05T10:21:04Z,2026-08-02T00:00:00.000Z,UCtiOtJ-Cy6-E8mGTnO1KryQ,7.665543313373254,1280.1457333333333,1099,4.558689717925387
꧁TheJester★꧂,@fatethejester,Fandom Content,Entertainment,2990,22841.058823529413,388298,17,,CA,True,,2021-11-28T22:26:59Z,2026-07-17T00:00:00.000Z,UCn3lgEqpNJUjLrnhtxSEyvA,7.639150108203817,129.86555183946487,1713,0.29772329246935203
Burr's Brutal Truths,@burrsbrutaltruths-hy8jk,Comedy,Humour,2980,22591.661016949154,1332908,59,,US,True,,2024-01-20T03:39:58Z,2026-08-04T00:00:00.000Z,UC4t690FNl4VkubsOnEvhguA,7.581094300989649,447.28456375838925,931,1.9011815252416755
Llynopsis,@llynopsis,Indie Game Analysis,Role-playing video game,2990,22557.395061728395,1827149,81,,US,True,,2025-02-18T06:11:39Z,2026-08-06T00:00:00.000Z,UCTeZb2o3Je94RoJrH8vVU3Q,7.5442792848589955,611.0866220735786,536,4.5335820895522385
Harshitha Crafty,@harshithacrafty,Arts & Crafts,Hobby,3000,22586.926829268294,1852128,82,,US,True,,2014-03-30T10:50:05Z,2026-07-24T00:00:00.000Z,UCG0JYr7-7luD8h8WaxuqWtg,7.528975609756098,617.376,4514,0.5449712007089056
JustLOL,@justlol-e8m,Indian Cinema News & Reviews,Lifestyle (sociology),6000,44934.9375,4313754,96,14.12,US,True,short,2025-01-20T11:42:17Z,2026-08-05T00:00:00.000Z,UCrSwL3G0FFUz_f7awdkgfgA,7.48915625,718.959,565,5.097345132743363
Langfeite,@langfeite,Personal Electric Vehicles,Lifestyle (sociology),49900,371695.67741935485,46090264,124,26.47,US,True,short,2021-08-03T04:42:41Z,2026-08-01T00:00:00.000Z,UCB27OLSr-i7D4OCAqgwjXKw,7.448811170728554,923.6525851703407,1831,2.0316766794101584
FootWC,@footwc_edits,Sports,Sport,207000,1484729.4807692308,77205933,52,1372.32,US,True,,2014-07-04T23:01:43Z,2026-08-05T00:00:00.000Z,UCe6gAy3n_Icu7RCtAT79MTw,7.172606187290969,372.97552173913044,4417,0.35318089200815034
Gist_now,@gist_now,Music Commentary,Music of Latin America,13900,99440.98076923077,5170931,52,146.04,US,True,short,2019-07-06T07:16:49Z,2026-08-06T00:00:00.000Z,UC213SdcGCrgwBKlIAlQr7Hw,7.154027393469839,372.00942446043166,2590,0.6023166023166023
Ethan Globe ,@ethan-globe,Educational Rankings & Comparisons,Association football,3000,21398.791666666668,513571,24,,US,True,long,2025-11-04T14:40:33Z,2026-08-02T00:00:00.000Z,UCZBJpnPPhL8H04WvWtZqCBg,7.132930555555556,171.19033333333334,276,2.608695652173913
L. Jehbjd,@jkabsdghsghj,Family Vlogging,Society,3290,23461.132075471698,1243440,53,,US,True,,2018-02-13T14:27:45Z,2026-08-06T00:00:00.000Z,UCm2ZhrzbDL7-dI1jG8TLpLA,7.131043184033951,377.9452887537994,3097,0.5134000645786244
Moonlight Chill Vibes,@moonlightchillvibes,Pop Music,Pop music,12000,83468.8717948718,3255286,39,0,US,True,long,2025-11-19T09:30:24Z,2026-08-05T00:00:00.000Z,UCsUUmUhP6u_gqzGGFtFPpOA,6.955739316239316,271.27383333333336,262,4.465648854961833
