channelTitle,handle,niche,subNiches,mainCategory,nicheConfidence,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,languages,isFaceless,channelType,breakoutChannel,publishedAt,lastVideoPublished,channelId,longAvgDuration30d,longAvgDuration1y,shortAvgDuration30d,longVideoCount30d,shortVideoCount30d,longViewCount30d,shortViewCount30d,subsGrowth30d,viewsGrowth30d,_per_video,_lifetime,_age_days,_vids_per_mo,_usd_per_video
Mascotas for Ever,@mascotasforever,Funny Animal Videos,"['Dogs', 'Cats', 'Cute Animals']",Lifestyle (sociology),1,12000,44111.46829268293,9042851,205,4.38,CO,es,,,False,2024-04-24T15:23:10Z,2026-08-01T00:00:00.000Z,UCTdkOSkinkrqd2pxQ5XkB9g,,306,16.615384615384617,0,13,,,3.45,3.27,3.6759556910569104,753.5709166666667,836,7.35645933014354,0.5953951219512196
Aka Chanzey ,@aka.changzey,Comedy,"['Vlogging', 'Skits', 'Bhutanese Culture']",Film,0.8999999761581421,26000,95471.80158730158,12029447,126,931.96,AU,"en, dz",False,,True,2025-04-27T14:28:37Z,2026-08-05T00:00:00.000Z,UCSauGX-qb6owxs4jj8JijNA,1247,598.5263157894736,50.666666666666664,1,9,,,48.57,483.28,3.6719923687423686,462.67103846153844,468,8.076923076923077,115.38552380952382
VeiderX ,@veider1,Entertainment,"['Challenge', 'Humour', 'Stunts']",Hobby,0.8500000238418579,6000,21605.5,86422,4,,ES,es,,,False,2021-10-27T16:09:31Z,2026-07-27T00:00:00.000Z,UC8oBzV_AAJN8mIlUPrADipw,354.6666666666667,354.6666666666667,59,3,3,,,0,-19.73,3.6009166666666665,14.403666666666666,1745,0.06876790830945559,0.0
Kisjoo XD,@kisjooxd,Short-form Minecraft Content,"['Minecraft Item Showcases', 'Minecraft Builds & Tutorials']",Role-playing video game,0.949999988079071,6000,21369.190476190477,897506,42,4.82,IN,"hi, en",,,False,2020-02-01T04:57:59Z,2026-07-25T00:00:00.000Z,UCKvGjCdfnQmNtxtp_OV2gSQ,1409,1409,23,1,0,,,1.87,0.6,3.561531746031746,149.58433333333332,2380,0.5294117647058824,9.104444444444445
TNG CRIME CITY,@srnightster,Lifestyle,"['GTA V Gameplay', 'Gaming Clips']",Action-adventure game,0.949999988079071,84200,299405.87209302327,25748905,86,686.35,BD,bn,,,True,2025-08-14T05:10:38Z,2026-08-05T00:00:00.000Z,UCI-hFdMPwsnt9MUUz2FHZyw,,,44.53125,0,32,,,87.11,498.73,3.555889217256808,305.8064726840855,359,7.186629526462395,95.50374031007752
Ai Noor 2.O,@ainoorshorts,Islamic Religious Content,"['Islamic Moral Stories', 'Spiritual Reminders & Exhortation', 'AI-Generated Religious Animation']",Religion,0.949999988079071,34900,122916.11320754717,6514554,53,42.43,IN,hi,,,True,2026-01-16T08:16:56Z,2026-08-05T00:00:00.000Z,UCFDUExEpjWgEV96ycRwqk4A,321.3333333333333,310.5,24.161290322580644,3,31,,,486.55,405.44,3.5219516678380276,186.66343839541548,204,7.794117647058823,5.443849056603773
Samira verse 2,@samiraverse2,Lifestyle Vlogging,"['Daily Life', 'Story Narration', 'Food & Eating']",Lifestyle (sociology),0.800000011920929,207000,721217.2237762237,103134063,143,613.13,BD,bn,,,True,2024-07-10T12:24:33Z,2026-08-06T00:00:00.000Z,UCaD3OY5zmZBfcPnhjPUFjNQ,184,145,81.61904761904762,3,63,,,316.5,381.77,3.4841411776629165,498.2321884057971,759,5.6521739130434785,108.47684615384615
Warung Udin,@warungudin2,Travel,"['Travel Vlogging', 'Road Trips', 'Southeast Asia Travel']",Film,0.6000000238418579,84800,293925.7088607595,23220131,79,113.87,,id,,,True,2025-02-20T17:21:45Z,2026-08-05T00:00:00.000Z,UCs6tilmGP63bEUT4JyXDLFw,92,3881,59.523809523809526,0,21,,,469.13,126.2,3.466105057320277,273.82229952830187,533,4.446529080675423,25.60873839662447
Dr Shambhavi Clinicals,@drshambhaviclinicals,Medical Education,"['Clinical Medicine', 'Medical Exam Preparation', 'Medical Demonstrations']",Lifestyle (sociology),0.9800000190734864,12000,41355.82666666667,3101687,75,36.17,IN,en,,mixed,False,2021-05-27T08:19:44Z,2026-07-22T00:00:00.000Z,UCCfXtabg-vCfWvK4CeFg9hw,142,432.6666666666667,36,1,0,18698,42627,1.69,2.02,3.446318888888889,258.47391666666664,1899,1.1848341232227488,30.52748
Cricket Heroes,@paceandbounce,Cricket,"['Classic Cricket Matches', 'Indian Cricket', 'Cricket Highlights']",Sport,0.9800000190734864,180000,617187.35625,98749977,160,16035.98,,en,,long,False,2020-10-14T21:44:03Z,2026-08-04T00:00:00.000Z,UCIw95pcLsnuBMW1nwnefFEg,470.2352941176471,718.8666666666667,,17,0,5920808,0,2.86,6.38,3.428818645833333,548.6109833333334,2123,2.260951483749411,7092.580320833334
"Tantarako MADA (tantara,film,hira)",@tantarakomd,Storytelling,"['Malagasy Audio Dramas', 'Malagasy Films', 'Malagasy Music']",Music,0.8999999761581421,25000,85708.75757575757,2828389,33,,FR,"mg, fr",,,False,2021-03-01T05:55:08Z,2026-07-30T00:00:00.000Z,UCUf76eDdu91gEZaNRGBJIeQ,3883,4153.596153846154,,3,0,,,1.21,-47.84,3.4283503030303026,113.13556,1986,0.49848942598187307,0.0
Boneym Babu,@boneymbabu9884,Devotional Music,"['Christian Devotional Music', 'Malayalam Devotional Songs']",Music of Asia,0.6000000238418579,6000,20256.98275862069,1174905,58,13.77,,"ml, en",,long,False,2012-06-10T15:03:04Z,2026-07-23T00:00:00.000Z,UCd-oEwI8MyqFslJgbg9P_pw,269.5,283.05555555555554,157,4,1,25378,3,0.33,2.21,3.3761637931034483,195.8175,5172,0.33642691415313225,27.54
Nainshimakeover,@nainshimakeover,Beauty & Fashion,"['Skincare', 'Makeup', 'Product Hauls']",Lifestyle (sociology),0.949999988079071,6000,20219.403598971723,7865348,389,4.42,IN,en,,short,False,2023-11-26T17:06:59Z,2026-07-18T00:00:00.000Z,UC1V2Ktnx_bNzl1smo7vempg,,461,13.5,0,2,6093,91302,-0.17,1.25,3.3699005998286204,1310.8913333333333,985,11.847715736040609,0.37306769494430164
☆SELEN☆,@selenytgamer,Humor,"['Memes', 'Gaming Humor', 'Short-form Comedy']",Humour,0.8999999761581421,25000,83937.44,16787488,200,57.59,,es,,,True,2011-11-18T14:00:51Z,2026-07-26T00:00:00.000Z,UCBQ1mjqZoEsB6X3DluFRvLQ,,1153.6666666666667,18.4,0,10,,,23.15,28.63,3.3574976000000003,671.49952,5377,1.115863864608518,51.61023833333333
Ieid La Riti,@ieidlariti,Gospel Music,"['Traditional Music', 'Khasi Music']",Christian music,0.949999988079071,12000,39579.89655172414,2295634,58,10.98,IN,kha,,long,False,2022-12-27T13:56:07Z,2026-08-02T00:00:00.000Z,UC6hBgmZv2suoexYfHgto2IQ,307,315.8333333333333,20,1,1,58909,474,1.69,2.66,3.2983247126436783,191.30283333333333,1320,1.3181818181818181,8.329655172413794
نور الفرقان ,@نورالفرقان-222,Religion & Spirituality,"['Islam', 'Islamic Reminders', 'Quranic Content']",Religion,0.949999988079071,13500,44279.05714285714,1549767,35,16.1,,ar,,,True,2025-10-06T18:59:47Z,2026-08-06T00:00:00.000Z,UCuRZju52HtnARprhTIg5k3A,,,35.666666666666664,0,3,,,10.66,494.37,3.2799301587301586,114.79755555555556,305,3.4426229508196724,4.676666666666667
sahu Vlogs ,@schoollifebeautifullife6913,Comedy Animation,"['Chhattisgarhi Comedy', 'AI Animation']",Entertainment,0.949999988079071,47700,155555.93781094527,62533487,402,,,"hi, en",,short,True,2022-07-27T15:35:59Z,2026-07-31T00:00:00.000Z,UCzaL53kvNcICxoCKM-AJGqg,239,259.75,14.441176470588236,0,34,0,0,-0.21,483.91,3.26113077171793,1310.974570230608,1472,8.192934782608695,0.0
Roni Ai Bangla ,@roni.aibangla,AI-Generated Storytelling,"['Survival Stories', 'Adventure Animation', 'Creative Crafting', 'Fantasy Narratives']",Entertainment,0.949999988079071,235000,764161.9538461538,49670527,65,564.39,BD,"bn, en",,short,True,2023-07-11T11:35:09Z,2026-08-04T00:00:00.000Z,UCpHlWof7eyTKE0Xlst60POg,65,193.5,68.66666666666667,0,15,2256,37055365,359.88,293.81,3.2517529950900164,211.36394468085106,1124,1.7348754448398576,325.3201846153846
gfsergt2,@nguyenhuuthanh2021,Film & Entertainment,"['LEGO', 'MLB', 'Digital Art']",Baseball,0.8999999761581421,34800,112918.44785276074,18405707,163,1214.35,US,en,True,,True,2019-03-02T15:12:18Z,2026-08-05T00:00:00.000Z,UCePqixVGD41A2aGPXO4Xx7Q,,,47.5,0,16,,,33.33,492.3,3.244782984274734,528.8996264367817,2716,1.8004418262150221,674.4733333333332
Shady Bikelife,@shadybikelife,Motorcycle Lifestyle,"['Bikelife Culture', 'Police Encounters', 'Street Riding']",Vehicle,0.949999988079071,19900,64294.13333333333,964412,15,14.02,,en,,,True,2021-10-30T10:54:35Z,2026-08-03T00:00:00.000Z,UCHxxBo0udw1oP8k0h_xJ20w,809.6666666666666,759,21.5,3,2,,,0.51,497.28,3.230860971524288,48.46291457286432,1743,0.25817555938037867,28.04
Fitness Central,@gymhub,Fitness,"['Fitness Nutrition', 'Fitness Equipment', 'Workout Accessories']",Physical fitness,0.8500000238418579,300000,964018.4853195164,558166703,579,744.35,IE,en,,,False,2022-05-09T13:33:08Z,2026-08-06T00:00:00.000Z,UCo9hIYbdngQQC-3pHZbdPvw,373.5,303.55555555555554,9.780821917808218,2,73,,,0.33,1.65,3.213394951065055,1860.5556766666666,1552,11.19201030927835,66.50726540011514
Sathiyathin Pathai,@sathiyathinpathai,Spirituality,"['Hinduism', 'Motivational Speaking', 'Personal Growth']",Society,0.8999999761581421,12900,41348.0490797546,6739732,163,61.65,IN,"ta, en",,,True,2018-11-11T16:18:04Z,2026-08-06T00:00:00.000Z,UCyUu8QovzHDO5jFnm4go7hQ,92,112.66666666666667,33.13157894736842,0,38,,,182.28,491.59,3.205275122461597,522.4598449612403,2826,1.73036093418259,35.628404907975465
lumba-lumba💤,@xyzserl,Pets & Animals,"['Cats', 'Cute Animals', 'Pet Care']",Video game culture,0.949999988079071,9190,29392.869565217392,676036,23,18.2,,id,,,True,2025-02-14T02:35:51Z,2026-08-03T00:00:00.000Z,UCobuiTqrbYb8yuJu8yjVxUg,,,16.875,0,24,,,143.77,494.74,3.198353597956191,73.56213275299238,540,1.2777777777777777,14.243478260869566
SALOZ YT,@salozyt,Gaming,"['Danganronpa', 'Gaming Edits']",Action game,0.8999999761581421,100000,319819.3457943925,34220670,107,7.27,IN,en,,,False,2026-01-04T07:22:39Z,2026-08-05T00:00:00.000Z,UCEbye3FdU21mtB8-M5Z4EuQ,,,51,0,22,,,0.81,2.22,3.1981934579439253,342.2067,216,14.86111111111111,0.48919626168224295
ThinkMan,@certifiedthought,Anthropology,"['Evolutionary Anthropology', 'Ancient History', 'Human Behavior']",Knowledge,0.8999999761581421,16400,51680.42857142857,723526,14,3563.02,US,en,,,True,2022-08-08T05:36:14Z,2026-08-06T00:00:00.000Z,UCdRKykJ9kiBGJ9FCVFZ41Mg,1044.4285714285713,855.2352941176471,,7,0,,,113.82,498.72,3.151245644599303,44.117439024390244,1461,0.2874743326488706,7126.04
achraf bouknadel,@achrafbouknadel,Fitness & Coaching,"['Physical Training', 'Sports Performance', 'Injury Prevention']",,0.6499999761581421,164000,516640.53571428574,14465935,28,507.62,MA,"ar, fr",,short,True,2024-01-08T22:41:01Z,2026-08-04T00:00:00.000Z,UCCClIQ9SkA0M7vh4SZlqmhQ,,,26.22222222222222,0,9,0,12047022,2.5,498.03,3.150247168989547,88.20692073170731,942,0.89171974522293,569.2595714285715
ابو عادل - Abo Adel,@aboadel,Music,"['Mahraganat Music', 'Short-form Comedy', 'Lifestyle Vlogging', 'Entertainment Skits']",Entertainment,0.8999999761581421,300000,938952.1340782123,168072432,179,6.2,EG,ar,,short,False,2022-05-27T01:22:20Z,2026-08-04T00:00:00.000Z,UCirHIOoyQgnKrUJZOkH_FwQ,,,42.111111111111114,0,9,15125,4209010,1.35,2.58,3.1298404469273744,560.24144,1534,3.500651890482399,1.771098696461825
KOTM_EDITZS,@kotm34,Gaming,"[""Five Nights at Freddy's (FNAF)"", 'Fan-made Game Content', 'Gaming Edits']",Video game culture,0.8500000238418579,25000,77300.39361702128,7266237,94,0.16,,en,,,False,2014-07-20T22:11:12Z,2026-07-19T00:00:00.000Z,UCqRiqN9Lgi3ZjAsX7Kj6ETQ,,887,21,0,1,,,-0.79,0.08,3.092015744680851,290.64948,4401,0.6407634628493525,0.24970212765957445
Khasi V.B,@theviberiesboyskhasivb,Music,"['Khasi Music', 'Comedy']",Entertainment,0.8999999761581421,12000,36892.67567567567,1365029,37,2.66,IN,en,,long,False,2019-08-26T15:17:36Z,2026-07-28T00:00:00.000Z,UCPk8Ggjnfwq46WSoTkIeXQQ,194,198.33333333333334,,1,0,16492,16,0.84,1.22,3.0743896396396395,113.75241666666666,2539,0.437179992122883,5.32
nrfm riyas fan page,@nrfmriyasfanpage,Internet Celebrity Fan Content,"['Nrfm Team', 'Social Media Influencers']",Music,0.8500000238418579,11700,35492.16831683168,3584709,101,,,en,,,True,2024-04-22T10:21:04Z,2026-08-05T00:00:00.000Z,UCW4h-dcnJT_kk5D-6QO-SMQ,,,33.35616438356164,0,73,,,490.91,394.11,3.0335186595582635,306.3853846153846,838,3.615751789976134,0.0
Comedy Commando,@commandoshambhu4966,Comedy,"['Short-form comedy', 'Sketch comedy', 'Indian comedy']",Film,0.8999999761581421,25000,75569.9781420765,27658612,366,2.13,,hi,,short,False,2017-07-16T11:56:47Z,2026-08-03T00:00:00.000Z,UC29oghrucDqGucsxGCv30bA,110,225,43.07692307692308,0,13,9,68879,0,0.25,3.0227991256830604,1106.34448,3310,3.3172205438066467,0.642103825136612
Lazos de Sangre,@lazosdesangreytb,Dramatic Storytelling,"['Family Drama', 'Betrayal Stories', 'Relationship Conflict']",Lifestyle (sociology),1,12000,36273.19402985075,2430304,67,10.33,,es,,,False,2026-01-26T01:58:26Z,2026-08-06T00:00:00.000Z,UC2SUwQwSc8rqWL_QOhbqUGg,3118.25,2385.060606060606,,4,0,,,0,0.31,3.022766169154229,202.52533333333332,194,10.360824742268042,0.9970248756218905
D£C0D£,@decode2202,News,"['Technology', 'Satire', 'Motivational Content']",Society,0.8999999761581421,37400,111338.92941176471,9463809,85,,,"hi, en",,,True,2019-12-10T12:53:41Z,2026-08-06T00:00:00.000Z,UCn-JWBVH1iEnks88KSrdcOw,101.8,101.8,64.6923076923077,5,26,,,-0.27,489.41,2.976976722239698,253.04302139037432,2433,1.0480887792848337,0.0
Awaken Health,@awakenhealths,Pain Relief & Physical Therapy,"['Back Pain Management', 'Postural Correction', 'Stretching Routines']",Lifestyle (sociology),0.949999988079071,23700,69611.45544554456,7030757,101,199.16,US,en,,,True,2024-08-18T00:57:54Z,2026-08-06T00:00:00.000Z,UClIO_AQzaUxVXx7aRd92j7A,,,19.328358208955223,0,67,,,394.78,498.72,2.9371922128921755,296.65641350210973,720,4.208333333333333,47.325148514851485
Sutradhar ,@iamsutradhar,Indian Food History & Folklore,"['Indian Culinary History', 'Food Origin Stories', 'AI-Generated Visual Storytelling', 'Indian Cultural History']",Food,0.8999999761581421,300000,874479.9360730593,191511106,219,740.84,IN,"hi, en",,short,True,2023-07-24T18:01:30Z,2026-08-06T00:00:00.000Z,UCmQIVzLJSgB_QgFNZrk3Vqg,144,110.5,111.96296296296296,0,27,175,20403760,14.5,11.92,2.914933120243531,638.3703533333334,1110,5.918918918918919,125.16474885844748
Vitor Fraga,@vitorfragav,Comedy,"['Sketch Comedy', 'Relationship Humor', 'Observational Comedy']",Lifestyle (sociology),0.8999999761581421,50000,143405.65734265733,41014018,286,1.24,BR,pt,,short,False,2014-12-14T15:37:48Z,2026-07-21T00:00:00.000Z,UCjJnXXp1JT1XUT4v0lqcWmA,1009,1009,7.5,0,2,7,74654,-0.4,0.18,2.8681131468531467,820.28036,4254,2.016925246826516,0.6147972027972028
Adriana Di Maso,@adrianadimaso,Arts & Entertainment,"['Artist Interviews', 'Singing', 'Personal Vlogging']",Lifestyle (sociology),0.8999999761581421,180000,515276.2005988024,172102251,334,5.34,,it,,short,False,2012-10-15T18:06:45Z,2026-07-20T00:00:00.000Z,UCL46KmT_dNbCyNTOkmMK-hw,271,247,96,0,2,100,160967,-0.55,0.09,2.8626455588822357,956.1236166666666,5044,1.9865186360031721,2.688119760479042
SnowyBloxYT,@snowybloxyt01,Professional Wrestling,"['Roblox', 'Roblox Gameplay', 'Short-Form Gaming']",Action game,0.8999999761581421,8030,22908.2625,1832661,80,122.71,US,en,,,True,2024-11-11T03:56:08Z,2026-08-06T00:00:00.000Z,UCLTaf8O1Yxh3YO8XxFKt35w,153,212.66666666666666,25.216666666666665,0,60,,,284.21,498.74,2.852834682440847,228.22677459526776,635,3.779527559055118,32.46702083333333
Elisa Rego,@elisaregomusic,Latin Pop Music,"['Venezuelan Music', 'Singer-Songwriter']",Pop music,0.949999988079071,12000,34020.318584070796,3844296,113,7.61,US,es,,long,False,2012-12-25T23:20:38Z,2026-07-16T00:00:00.000Z,UCAKCz_viSTsrXs3GoJ_Kxvg,90,132.66666666666666,,2,0,136044,0,0.84,3.67,2.835026548672566,320.358,4973,0.6816810778202291,11.163578171091448
気ままにチャレンジ,@donotknowmyplace,Martial Arts,"['Karate', 'Kyokushin Karate']",Entertainment,0.8999999761581421,12000,33959.08888888889,6112636,180,40,JP,ja,,mixed,False,2019-09-29T02:08:13Z,2026-08-01T00:00:00.000Z,UC4ZSPHW5ofqGMckVeOLJKog,175,175,92.33333333333333,1,3,25332,122994,0.84,2.49,2.829924074074074,509.3863333333333,2505,2.155688622754491,18.555555555555554
Cam’s Pulling Productions,@camspullingproductions3773,Truck & Tractor Pulling,"['Truck Pulling', 'Tractor Pulling', 'Motorsport Event Coverage']",Sport,1,50000,140692.43097643097,83571304,594,333.78,,en,,short,False,2022-05-29T21:57:10Z,2026-08-04T00:00:00.000Z,UCnrGcFDRg5-MEiVvG3u3kfg,2032.875,2023.15,19.88888888888889,8,9,111855,1348071,1.63,1.78,2.8138486195286196,1671.42608,1531,11.639451338994123,28.67660942760942
Jonas Marques ,@eupelomundo2025,Lifestyle,"['Daily Vlogs', 'Health & Wellness', 'Pop Culture']",Lifestyle (sociology),0.75,25000,70221.725,2808869,40,0.66,,pt,,short,False,2021-11-21T01:15:29Z,2026-07-09T00:00:00.000Z,UCkSfVYc0_wqGghl4-YEzePA,,,24.333333333333332,0,3,0,11906,0,0.43,2.808869,112.35476,1721,0.6972690296339338,0.94655
Neha Shorts97,@nehashorts97825,Comedy,"['Comedy Skits', 'Indian Pop Culture (90s Hindi Music)']",Music,0.8999999761581421,100000,278975.825,156226462,560,0.85,IN,hi,,short,False,2023-02-01T01:02:23Z,2026-08-04T00:00:00.000Z,UCDguBeIofRMOXALgilxckvQ,,,16.65,0,20,2,235707,0,0.15,2.78975825,1562.26462,1284,13.08411214953271,0.06496428571428571
CLAU OLIVEIRA ,@clauoliveira14,Content Aggregation,"['Viral Shorts', 'Comedy Skits', 'Challenges']",Lifestyle (sociology),0.8999999761581421,180000,495179.6823529412,42090273,85,1.61,BR,pt,,,False,2014-07-29T12:21:45Z,2026-08-02T00:00:00.000Z,UCN7nGJbibedHKRNthJzFpgA,,,56.125,0,8,,,0,0.13,2.7509982352941176,233.83485,4393,0.580468927839745,2.7736196078431377
Pitara Kahaniyo Ka,@pitarakahaniyoka-m3h,Animated Stories,"['Moral Stories', 'Folk Tales', 'Fables', 'Hindi Drama Stories']",Television program,0.949999988079071,192000,526786.7401574804,66901916,127,323.77,IN,hi,,,True,2025-10-06T09:41:40Z,2026-08-04T00:00:00.000Z,UCGMv_vkvOah2EwH4rK1OqdQ,153,237.38888888888889,175.66666666666666,0,12,,,320.13,407.2,2.7436809383202103,348.44747916666665,306,12.450980392156863,26.003574803149604
Itz Jubair run,@itzjubairboss,Islamic Devotional Content,"['Islamic Music', 'Islamic Lectures', 'Bengali Waz']",Entertainment,0.8999999761581421,89800,246197.89655172414,35698695,145,33.5,IN,"bn, ar",,,True,2025-01-17T11:57:50Z,2026-08-05T00:00:00.000Z,UC8llAzsgDvQAHn0OgKSF8WA,69,359.9259259259259,21,1,51,,,14.69,491.37,2.741624683204055,397.535579064588,568,7.658450704225352,4.3742528735632185
우클릭,@rightclick777,South Korean Political Commentary,"['Conservative Politics', 'Korean Modern History', 'National Security']",Politics,0.949999988079071,88200,241416.41666666666,11587988,48,388.14,KR,ko,,,True,2014-10-13T03:57:04Z,2026-08-07T00:00:00.000Z,UCSDaWb97DbFTmdgAx2uVFcw,318.5,943.6,77,2,29,,,31.84,479.99,2.737147581254724,131.38308390022675,4317,0.33356497567755383,776.28
EYMON,@eymon-w4z,Roblox Gameplay,"['Roblox Horror Games', 'Roblox Sports Simulation', 'Roblox Obby & Survival']",Action game,0.949999988079071,59200,160910.6054054054,29768462,185,2168.64,US,"en, ru",True,,True,2021-12-24T16:11:38Z,2026-08-04T00:00:00.000Z,UCnqNc-5jU3jUYYfE5_ubjzA,1068.3333333333333,1102.4137931034484,90.96969696969697,3,33,,,433.33,309.53,2.718084550766983,502.8456418918919,1687,3.2898636633076466,659.1884108108108
Pahel Ke Ehsaas,@pahelkeehsaas,Family Drama Storytelling,"['Hindi Moral Stories', 'Sas-Bahu Relationship Dramas', 'Emotional Life Stories']",Television program,0.949999988079071,40400,108987.94444444444,17656047,162,,IN,hi,,,True,2015-05-31T12:57:08Z,2026-08-05T00:00:00.000Z,UCKfAnjbTbKfaKiBP7EvPRrA,109,91,138.17857142857142,0,28,,,313.93,492.81,2.6977213971397136,437.03086633663366,4087,1.1891362857841938,0.0
chicken asian CH (I'm back again),@mannytheanimator,Gaming Animation,"['Video Game Animations', 'Meme Animations']",Video game culture,0.8999999761581421,12000,31710.333333333332,3710109,117,1.53,,en,,short,False,2024-01-01T14:03:26Z,2026-07-13T00:00:00.000Z,UC0OGudj7f-ZvcL0qd_Q1chQ,,271,17,0,1,419,8026,1.69,0.23,2.6425277777777776,309.17575,950,3.694736842105263,0.41410256410256413
vipul. SP,@vipul.s-p,Comedy,"['Content Aggregation', 'Repurposed Content']",Motorsport,0.949999988079071,122000,320337.6476190476,33635453,105,207.2,IN,"hi, en",,short,True,2025-01-13T06:17:58Z,2026-08-06T00:00:00.000Z,UC2ZD27HIA-0VQ0QjE2dO26w,,272,39.48,0,25,0,16537178,428.14,96.72,2.6257184231069477,275.7004344262295,572,5.506993006993007,37.62488888888889
Lokopilami,@lokopilami,Dogs,"['Dog Lifestyle', 'Dog Training']",Entertainment,0.949999988079071,180000,469648.8286163522,298696655,636,81.72,DE,de,,short,False,2020-07-23T12:34:33Z,2026-08-06T00:00:00.000Z,UCG6E78or7_cQuRogvyVLIOg,66,273,23.25,0,8,16751,584036,-0.55,0.2,2.6091601589797344,1659.425861111111,2207,8.64521975532397,9.452622641509434
인생 향기,@인생향기1,Life Stories & Drama,"['Emotional/Human Interest Stories', 'Family Drama', 'Senior Life']",Lifestyle (sociology),0.949999988079071,263000,678822.4666666667,20364674,30,,KR,ko,,short,True,2024-07-16T07:36:42Z,2026-08-06T00:00:00.000Z,UCwjtbv6zEv1zeUyVl0596Vw,,2103.6666666666665,153.52173913043478,0,23,0,0,12.88,445.58,2.5810740177439797,77.43222053231939,753,1.195219123505976,0.0
Info Beast in Telugu,@infobeastintelugu,Business Case Studies,"['Brand Analysis', 'Economic Commentary', 'Entrepreneurship']",Knowledge,0.8999999761581421,12300,31562.260606060605,5207773,165,316.4,,"te, en",,,True,2021-12-18T07:47:50Z,2026-08-06T00:00:00.000Z,UCftFo04r4l7qm7hKQnu8Q9A,98,98,109.13157894736842,0,38,,,224.54,499.36,2.566037447647204,423.3961788617886,1694,2.922077922077922,108.2791111111111
MUSLIM ,@muslim1.5md,Religion,"['Islam', 'Islamic Devotion']",Religion,0.8500000238418579,116000,297656.4146341463,12203913,41,,,"ar, en",,,True,2021-04-02T05:57:04Z,2026-07-28T00:00:00.000Z,UCBw4dF3-DldxmAlkoNHswmA,,,24.511627906976745,0,43,,,16.47,477.62,2.5660035744322958,105.20614655172413,1954,0.6294779938587513,0.0
anuvenkyfam,@anuvenkyfam,Family & Lifestyle Vlogging,"['Parenting & Family Life', 'Indian Entertainment Commentary', 'Travel & Tourism Vlogs']",Music of Asia,0.8500000238418579,19500,49849.51111111111,15702596,315,,IN,"te, en",,,True,2016-03-15T09:31:52Z,2026-08-05T00:00:00.000Z,UCyNAlCZlanVEZfES18bhYRA,236.33333333333334,212.8,33.568075117370896,3,213,,,498.16,158.1,2.556385185185185,805.2613333333334,3798,2.4881516587677726,0.0
𝑴𝒓𝑭𝑳𝑶𝑾👑,@1951flow,Gaming,"['Football Gaming', 'Football Edits & Highlights']",Sport,0.8999999761581421,9640,24481.731884057972,6756958,276,90.26,AZ,"az, en",,,True,2024-12-09T03:30:52Z,2026-08-06T00:00:00.000Z,UC2EsLzMbUWWwoDAGBSRsGgQ,338,509.5,18.735294117647058,0,34,,,287.15,491.44,2.539598743159541,700.9292531120332,607,13.640856672158154,6.616886473429952
BHUMIKA RAUTELA,@bhumika_rautela,Travel Vlogging,"['Travel Vlogs', 'Lifestyle Vlogging']",Entertainment,0.949999988079071,18000,45610.86915887851,14641089,321,48.21,IN,"hi, en",,short,True,2020-09-14T18:00:41Z,2026-08-06T00:00:00.000Z,UCDE2Xaa1DGf7cZBh9pJjrdA,1523,674.1111111111111,32.94444444444444,0,18,5421,12185439,122.22,497.54,2.5339371754932505,813.3938333333333,2153,4.47282861124013,10.778414330218068
The Mosharraf ,@the_mosharraf,Bangla Entertainment Content,"['Bangla Drama', 'Drama Recaps']",Lifestyle (sociology),0.8999999761581421,31000,78527.84,5889588,75,,BD,"bn, en",,,True,2025-07-03T11:37:35Z,2026-08-05T00:00:00.000Z,UCoEjcFTwYnnfFs2oc2E4apA,772.1428571428571,772.1428571428571,26.238095238095237,7,42,,,61.46,490.43,2.5331561290322577,189.98670967741936,401,5.610972568578553,0.0
Mouniswar,@mounisdaily,Lifestyle Vlogging,"['Cooking & Recipes', 'Homemaking', 'Family Vlogs', 'Product Reviews']",Lifestyle (sociology),0.8999999761581421,12000,30370.071776155717,24964199,822,131.3,,"te, en",,short,True,2016-02-18T14:20:16Z,2026-08-04T00:00:00.000Z,UCd6cZr6RIowkj--R-afjPoA,288.75,288.75,22.385964912280702,4,57,56,5763110,18.81,30.01,2.530839314679643,2080.3499166666666,3824,6.448744769874477,20.360551500405517
Mr. Alaudin,@mralaudin_0,Self-Improvement,"['Personal Branding', 'Marketing Strategy', 'Wealth Building']",Lifestyle (sociology),0.699999988079071,25000,62780.219047619044,6591923,105,14.2,PK,en,,,False,2023-03-12T15:37:22Z,2026-07-28T00:00:00.000Z,UCzHVwPke3CPKmklqU4jj2hA,,,51.25,0,4,,,1.63,3.21,2.511208761904762,263.67692,1244,2.5321543408360125,5.607873015873016
SK FACT 100M,@skfact100m,Crafts & DIY,"['DIY Projects', 'Handicrafts', 'Creative Art']",Hobby,0.8999999761581421,61900,153161.91666666666,9189715,60,85,IN,hi,,,True,2024-08-31T10:54:23Z,2026-08-05T00:00:00.000Z,UC0oetgM1oGc8stEjYt4tO9Q,157,157,141.53846153846155,0,26,,,156.85,493.61,2.4743443726440493,148.46066235864296,707,2.545968882602546,33.38611111111111
